Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied
ORD00000104,PROD00000104,USER00000104,2023-04-10,2023-10-24,Home,35.16,3,Defective,Returned,197.0,48,Female,City27,PayPal,Next-Day,3.9
ORD00000116,PROD00000116,USER00000116,2023-09-26,2024-07-15,Books,79.9,4,Defective,Returned,293.0,42,Female,City73,PayPal,Express,22.19
ORD00000117,PROD00000117,USER00000117,2024-02-04,2024-09-17,Electronics,265.23,4,Changed mind,Returned,226.0,57,Male,City89,Credit Card,Next-Day,49.85
ORD00000120,PROD00000120,USER00000120,2024-08-08,2024-10-13,Books,245.44,5,Changed mind,Returned,66.0,29,Female,City34,PayPal,Standard,25.44
ORD00000132,PROD00000132,USER00000132,2023-02-15,2024-09-03,Electronics,174.94,1,Defective,Returned,566.0,62,Female,City48,PayPal,Next-Day,22.43
ORD00000136,PROD00000136,USER00000136,2023-01-23,2023-06-11,Toys,386.51,1,Wrong item,Returned,139.0,27,Male,City50,Credit Card,Standard,10.19
ORD00000141,PROD00000141,USER00000141,2023-07-29,2024-05-13,Clothing,173.42,1,Wrong item,Returned,289.0,33,Female,City34,Gift Card,Express,26.04
ORD00000159,PROD00000159,USER00000159,2023-09-15,2024-08-25,Clothing,217.79,4,Defective,Returned,345.0,40,Male,City62,PayPal,Express,34.27
ORD00000160,PROD00000160,USER00000160,2023-11-04,2024-09-28,Clothing,434.66,2,Not as described,Returned,329.0,19,Female,City81,Debit Card,Standard,49.39
ORD00000163,PROD00000163,USER00000163,2023-04-27,2024-09-14,Toys,291.43,4,Defective,Returned,506.0,22,Male,City73,PayPal,Express,8.13
ORD00000164,PROD00000164,USER00000164,2024-06-02,2024-10-02,Electronics,128.65,1,Changed mind,Returned,122.0,37,Female,City62,Debit Card,Next-Day,1.9
ORD00000165,PROD00000165,USER00000165,2023-10-01,2024-08-01,Books,396.48,5,Wrong item,Returned,305.0,69,Male,City36,Debit Card,Express,39.19
ORD00000170,PROD00000170,USER00000170,2023-12-01,2024-05-09,Clothing,118.2,5,Changed mind,Returned,160.0,32,Male,City93,Gift Card,Standard,43.34
ORD00000171,PROD00000171,USER00000171,2023-12-17,2024-07-02,Home,138.23,2,Wrong item,Returned,198.0,28,Female,City95,PayPal,Express,42.31
ORD00000172,PROD00000172,USER00000172,2024-08-26,2024-11-14,Toys,47.05,3,Not as described,Returned,80.0,43,Female,City29,Gift Card,Express,45.62
ORD00000173,PROD00000173,USER00000173,2023-06-05,2024-09-28,Toys,9.03,5,Not as described,Returned,481.0,39,Male,City35,Credit Card,Standard,37.1
ORD00000182,PROD00000182,USER00000182,2023-10-31,2024-09-25,Clothing,69.89,4,Wrong item,Returned,330.0,41,Male,City27,Credit Card,Express,32.4
ORD00000183,PROD00000183,USER00000183,2023-03-31,2023-10-26,Toys,340.06,3,Not as described,Returned,209.0,56,Female,City92,Credit Card,Next-Day,27.27
ORD00000188,PROD00000188,USER00000188,2023-07-26,2024-03-24,Clothing,356.89,2,Defective,Returned,242.0,36,Female,City33,Debit Card,Standard,32.57
ORD00000204,PROD00000204,USER00000204,2023-04-25,2024-06-19,Clothing,362.81,5,Not as described,Returned,421.0,37,Male,City12,Gift Card,Express,21.11
ORD00000213,PROD00000213,USER00000213,2023-11-07,2024-05-19,Electronics,488.4,3,Not as described,Returned,194.0,51,Female,City90,Debit Card,Standard,19.88
ORD00000214,PROD00000214,USER00000214,2023-07-25,2024-02-14,Books,270.92,1,Defective,Returned,204.0,36,Female,City27,PayPal,Standard,19.62
ORD00000220,PROD00000220,USER00000220,2023-11-09,2023-11-22,Clothing,128.35,3,Not as described,Returned,13.0,37,Male,City64,Gift Card,Standard,15.47
ORD00000221,PROD00000221,USER00000221,2023-04-19,2023-12-03,Toys,144.86,4,Changed mind,Returned,228.0,64,Male,City22,Debit Card,Next-Day,7.51
ORD00000223,PROD00000223,USER00000223,2023-06-09,2024-05-29,Clothing,409.65,2,Not as described,Returned,355.0,64,Male,City23,Credit Card,Express,43.1
ORD00000224,PROD00000224,USER00000224,2023-03-31,2023-04-13,Home,170.03,3,Defective,Returned,13.0,21,Male,City74,PayPal,Standard,23.19
ORD00000227,PROD00000227,USER00000227,2023-09-25,2024-02-09,Books,277.15,1,Wrong item,Returned,137.0,67,Male,City93,Credit Card,Next-Day,46.01
ORD00000229,PROD00000229,USER00000229,2023-06-06,2024-02-14,Home,427.99,2,Defective,Returned,253.0,62,Male,City35,Debit Card,Next-Day,15.63
ORD00000230,PROD00000230,USER00000230,2023-05-12,2024-06-08,Home,130.63,1,Defective,Returned,393.0,40,Female,City53,Gift Card,Next-Day,12.37
ORD00000237,PROD00000237,USER00000237,2023-12-10,2024-02-12,Home,359.73,5,Wrong item,Returned,64.0,50,Female,City84,PayPal,Standard,11.7
ORD00000238,PROD00000238,USER00000238,2024-06-17,2024-08-22,Toys,378.25,5,Changed mind,Returned,66.0,27,Male,City73,Debit Card,Standard,23.41
ORD00000241,PROD00000241,USER00000241,2023-03-11,2024-04-30,Clothing,151.4,1,Changed mind,Returned,416.0,24,Male,City14,Debit Card,Express,39.16
ORD00000247,PROD00000247,USER00000247,2024-08-09,2024-09-04,Toys,331.08,3,Defective,Returned,26.0,65,Male,City58,Gift Card,Next-Day,33.08
ORD00000248,PROD00000248,USER00000248,2023-06-19,2024-09-05,Books,27.39,3,Changed mind,Returned,444.0,56,Female,City99,Debit Card,Express,42.79
ORD00000249,PROD00000249,USER00000249,2023-02-25,2024-12-24,Home,341.03,4,Defective,Returned,668.0,69,Female,City62,Gift Card,Express,2.42
ORD00000250,PROD00000250,USER00000250,2023-02-06,2024-12-02,Toys,299.98,4,Changed mind,Returned,665.0,43,Female,City8,Credit Card,Next-Day,35.3
ORD00000252,PROD00000252,USER00000252,2024-01-03,2024-04-26,Home,80.88,3,Not as described,Returned,114.0,35,Female,City46,PayPal,Next-Day,46.78
ORD00000260,PROD00000260,USER00000260,2023-01-29,2024-03-22,Home,395.28,4,Defective,Returned,418.0,47,Male,City29,Credit Card,Express,6.27
ORD00000262,PROD00000262,USER00000262,2023-05-13,2024-11-01,Clothing,48.49,2,Wrong item,Returned,538.0,27,Male,City77,Credit Card,Standard,48.7
ORD00000263,PROD00000263,USER00000263,2023-03-25,2024-04-11,Books,365.3,4,Defective,Returned,383.0,70,Male,City60,Debit Card,Standard,25.2
ORD00000266,PROD00000266,USER00000266,2023-05-09,2024-02-15,Toys,333.67,5,Wrong item,Returned,282.0,61,Female,City19,PayPal,Express,40.16
ORD00000274,PROD00000274,USER00000274,2024-01-19,2024-11-02,Electronics,392.03,5,Defective,Returned,288.0,21,Male,City29,Debit Card,Standard,2.16
ORD00000277,PROD00000277,USER00000277,2023-07-31,2024-01-26,Books,182.75,5,Not as described,Returned,179.0,70,Male,City59,PayPal,Next-Day,18.41
ORD00000278,PROD00000278,USER00000278,2023-06-06,2024-05-09,Books,161.86,3,Defective,Returned,338.0,39,Male,City12,Credit Card,Next-Day,26.28
ORD00000288,PROD00000288,USER00000288,2023-02-09,2024-01-03,Books,338.15,5,Wrong item,Returned,328.0,29,Female,City99,PayPal,Next-Day,1.29
ORD00000295,PROD00000295,USER00000295,2023-03-16,2023-05-09,Clothing,477.66,3,Defective,Returned,54.0,67,Male,City2,PayPal,Next-Day,29.89
ORD00000298,PROD00000298,USER00000298,2023-02-22,2024-08-16,Toys,43.12,1,Defective,Returned,541.0,63,Male,City5,Credit Card,Standard,18.5
ORD00000301,PROD00000301,USER00000301,2023-10-18,2024-02-12,Home,404.99,3,Not as described,Returned,117.0,43,Male,City8,Debit Card,Standard,16.97
ORD00000307,PROD00000307,USER00000307,2023-12-14,2023-12-21,Books,423.45,2,Changed mind,Returned,7.0,29,Female,City75,PayPal,Standard,37.12
ORD00000310,PROD00000310,USER00000310,2023-01-16,2023-05-26,Clothing,365.89,5,Not as described,Returned,130.0,27,Male,City43,Credit Card,Standard,26.27
ORD00000314,PROD00000314,USER00000314,2023-10-13,2024-05-26,Electronics,192.67,2,Wrong item,Returned,226.0,53,Female,City4,Gift Card,Next-Day,37.32
ORD00000335,PROD00000335,USER00000335,2023-03-16,2024-09-06,Clothing,45.39,5,Defective,Returned,540.0,45,Male,City99,Gift Card,Express,7.2
ORD00000341,PROD00000341,USER00000341,2023-05-20,2024-03-14,Books,392.99,1,Changed mind,Returned,299.0,23,Male,City32,PayPal,Next-Day,35.48
ORD00000343,PROD00000343,USER00000343,2023-03-24,2024-05-23,Electronics,204.18,5,Changed mind,Returned,426.0,61,Female,City51,PayPal,Standard,14.43
ORD00000346,PROD00000346,USER00000346,2023-05-04,2024-08-12,Toys,198.8,4,Wrong item,Returned,466.0,46,Male,City40,Debit Card,Next-Day,44.12
ORD00000349,PROD00000349,USER00000349,2023-10-14,2023-12-22,Home,249.94,5,Wrong item,Returned,69.0,49,Female,City66,Gift Card,Standard,4.54
ORD00000353,PROD00000353,USER00000353,2024-05-08,2024-06-04,Home,448.77,2,Changed mind,Returned,27.0,68,Female,City79,Credit Card,Express,43.67
ORD00000358,PROD00000358,USER00000358,2023-01-02,2024-11-24,Books,253.18,2,Defective,Returned,692.0,31,Female,City34,Debit Card,Standard,45.08
ORD00000363,PROD00000363,USER00000363,2023-05-30,2023-11-01,Home,220.9,4,Defective,Returned,155.0,25,Female,City59,PayPal,Express,9.67
ORD00000364,PROD00000364,USER00000364,2023-12-26,2024-01-10,Clothing,244.73,1,Defective,Returned,15.0,69,Male,City33,Credit Card,Standard,36.62
ORD00000365,PROD00000365,USER00000365,2023-03-04,2024-04-19,Electronics,39.41,1,Not as described,Returned,412.0,19,Female,City64,Gift Card,Standard,12.1
ORD00000367,PROD00000367,USER00000367,2024-03-20,2024-11-05,Toys,471.71,5,Wrong item,Returned,230.0,54,Male,City63,Debit Card,Next-Day,41.68
ORD00000369,PROD00000369,USER00000369,2024-02-09,2024-03-12,Toys,347.56,1,Changed mind,Returned,32.0,69,Female,City8,Gift Card,Express,20.16
ORD00000372,PROD00000372,USER00000372,2023-08-10,2024-02-27,Home,96.49,5,Wrong item,Returned,201.0,67,Female,City75,Debit Card,Standard,2.9
ORD00000375,PROD00000375,USER00000375,2023-11-25,2024-06-23,Clothing,425.24,4,Not as described,Returned,211.0,33,Male,City69,Gift Card,Next-Day,32.36
ORD00000384,PROD00000384,USER00000384,2023-08-05,2023-11-11,Books,239.47,3,Defective,Returned,98.0,62,Female,City44,Credit Card,Standard,47.1
ORD00000385,PROD00000385,USER00000385,2023-05-21,2024-10-18,Books,197.65,1,Defective,Returned,516.0,32,Male,City32,Credit Card,Express,39.62
ORD00000391,PROD00000391,USER00000391,2023-12-22,2024-11-30,Electronics,55.73,1,Defective,Returned,344.0,39,Male,City73,PayPal,Next-Day,4.23
ORD00000393,PROD00000393,USER00000393,2023-07-19,2024-03-12,Clothing,148.57,5,Wrong item,Returned,237.0,66,Female,City96,Gift Card,Standard,15.82
ORD00000402,PROD00000402,USER00000402,2023-05-11,2024-07-05,Books,260.52,3,Not as described,Returned,421.0,70,Female,City74,Credit Card,Next-Day,26.84
ORD00000407,PROD00000407,USER00000407,2023-08-21,2023-11-11,Clothing,449.14,4,Wrong item,Returned,82.0,40,Male,City19,Gift Card,Next-Day,37.98
ORD00000413,PROD00000413,USER00000413,2023-11-01,2024-05-19,Toys,193.41,5,Not as described,Returned,200.0,66,Female,City80,Gift Card,Express,6.59
ORD00000417,PROD00000417,USER00000417,2023-09-24,2024-11-27,Toys,139.48,2,Not as described,Returned,430.0,68,Female,City83,Gift Card,Next-Day,19.39
ORD00000421,PROD00000421,USER00000421,2023-08-09,2024-03-28,Home,187.12,4,Defective,Returned,232.0,45,Male,City91,Debit Card,Next-Day,43.21
ORD00000425,PROD00000425,USER00000425,2023-02-16,2024-11-12,Home,222.67,2,Wrong item,Returned,635.0,38,Male,City1,Debit Card,Next-Day,46.61
ORD00000429,PROD00000429,USER00000429,2023-06-06,2023-12-27,Toys,171.71,4,Defective,Returned,204.0,36,Female,City1,Debit Card,Next-Day,8.09
ORD00000431,PROD00000431,USER00000431,2023-02-22,2023-03-22,Toys,257.92,5,Not as described,Returned,28.0,60,Female,City42,PayPal,Next-Day,16.32
ORD00000434,PROD00000434,USER00000434,2023-07-07,2024-02-03,Electronics,67.0,5,Wrong item,Returned,211.0,55,Female,City71,Credit Card,Standard,8.4
ORD00000439,PROD00000439,USER00000439,2023-01-12,2023-09-01,Toys,396.86,1,Changed mind,Returned,232.0,62,Female,City99,Credit Card,Standard,23.32
ORD00000445,PROD00000445,USER00000445,2023-05-09,2023-12-08,Books,287.53,2,Wrong item,Returned,213.0,20,Female,City62,Credit Card,Next-Day,35.91
ORD00000453,PROD00000453,USER00000453,2023-07-26,2024-08-30,Books,388.41,1,Not as described,Returned,401.0,52,Male,City45,Credit Card,Standard,6.88
ORD00000458,PROD00000458,USER00000458,2023-11-15,2024-10-31,Home,348.92,3,Changed mind,Returned,351.0,38,Female,City28,Credit Card,Next-Day,11.2
ORD00000463,PROD00000463,USER00000463,2023-04-17,2024-08-10,Clothing,389.97,5,Not as described,Returned,481.0,40,Male,City91,PayPal,Express,29.24
ORD00000464,PROD00000464,USER00000464,2023-08-11,2024-10-06,Home,10.16,1,Changed mind,Returned,422.0,23,Female,City3,Credit Card,Next-Day,30.19
ORD00000468,PROD00000468,USER00000468,2023-01-20,2023-11-10,Clothing,62.01,5,Changed mind,Returned,294.0,20,Male,City80,Gift Card,Next-Day,43.1
ORD00000472,PROD00000472,USER00000472,2024-01-11,2024-06-30,Electronics,358.53,4,Wrong item,Returned,171.0,36,Female,City28,Debit Card,Express,35.24
ORD00000476,PROD00000476,USER00000476,2023-01-30,2024-07-25,Clothing,264.78,3,Defective,Returned,542.0,32,Female,City65,Credit Card,Standard,31.26
ORD00000478,PROD00000478,USER00000478,2024-04-24,2024-12-24,Books,334.58,1,Changed mind,Returned,244.0,54,Female,City67,Gift Card,Standard,37.26
ORD00000480,PROD00000480,USER00000480,2024-01-16,2024-11-30,Clothing,422.59,5,Defective,Returned,319.0,20,Male,City5,Credit Card,Standard,27.5
ORD00000482,PROD00000482,USER00000482,2023-06-08,2023-10-07,Books,351.3,5,Not as described,Returned,121.0,22,Female,City41,Credit Card,Express,15.27
ORD00000483,PROD00000483,USER00000483,2024-02-14,2024-09-04,Home,496.87,2,Defective,Returned,203.0,40,Male,City42,PayPal,Next-Day,32.48
ORD00000484,PROD00000484,USER00000484,2023-03-13,2024-11-07,Toys,374.84,1,Changed mind,Returned,605.0,66,Male,City86,Debit Card,Express,5.54
ORD00000485,PROD00000485,USER00000485,2024-04-14,2024-08-12,Books,200.99,2,Changed mind,Returned,120.0,46,Male,City64,Gift Card,Next-Day,36.21
ORD00000486,PROD00000486,USER00000486,2023-10-30,2024-08-02,Toys,472.27,1,Not as described,Returned,277.0,51,Male,City86,PayPal,Next-Day,23.51
ORD00000488,PROD00000488,USER00000488,2024-02-14,2024-07-04,Books,211.23,1,Changed mind,Returned,141.0,46,Female,City7,PayPal,Standard,8.98
ORD00000492,PROD00000492,USER00000492,2023-01-03,2023-08-07,Books,96.48,3,Changed mind,Returned,216.0,43,Male,City34,Credit Card,Standard,22.61
ORD00000493,PROD00000493,USER00000493,2023-08-14,2024-03-19,Books,287.9,1,Wrong item,Returned,218.0,58,Female,City80,PayPal,Express,11.24
ORD00000494,PROD00000494,USER00000494,2023-04-16,2024-03-04,Books,393.04,3,Wrong item,Returned,323.0,49,Male,City2,PayPal,Next-Day,41.55
ORD00000497,PROD00000497,USER00000497,2023-06-21,2024-11-07,Books,472.16,3,Changed mind,Returned,505.0,25,Female,City84,PayPal,Standard,25.93
ORD00000498,PROD00000498,USER00000498,2023-06-26,2023-07-06,Toys,327.46,1,Not as described,Returned,10.0,56,Male,City65,Debit Card,Standard,46.11
ORD00000510,PROD00000510,USER00000510,2023-04-07,2023-07-19,Home,346.91,4,Changed mind,Returned,103.0,53,Female,City47,Gift Card,Standard,14.64
ORD00000514,PROD00000514,USER00000514,2023-12-27,2024-03-03,Books,187.72,2,Wrong item,Returned,67.0,37,Female,City58,Debit Card,Standard,48.99
ORD00000530,PROD00000530,USER00000530,2023-01-26,2024-03-27,Books,283.13,4,Not as described,Returned,426.0,19,Male,City36,Credit Card,Standard,36.24
ORD00000537,PROD00000537,USER00000537,2023-11-24,2024-12-22,Toys,183.98,1,Defective,Returned,394.0,70,Male,City14,Debit Card,Express,35.89
ORD00000543,PROD00000543,USER00000543,2023-04-17,2023-12-21,Books,126.77,2,Defective,Returned,248.0,33,Female,City59,Credit Card,Express,38.59
ORD00000550,PROD00000550,USER00000550,2023-06-16,2024-06-04,Clothing,263.39,1,Changed mind,Returned,354.0,43,Female,City62,Credit Card,Standard,34.72
ORD00000554,PROD00000554,USER00000554,2023-09-25,2024-09-14,Books,391.94,5,Not as described,Returned,355.0,59,Female,City71,Debit Card,Express,28.18
ORD00000555,PROD00000555,USER00000555,2023-11-12,2024-12-28,Books,129.62,3,Wrong item,Returned,412.0,58,Female,City26,Debit Card,Express,14.36
ORD00000557,PROD00000557,USER00000557,2023-01-20,2023-03-12,Clothing,422.06,2,Defective,Returned,51.0,45,Male,City21,Debit Card,Standard,0.44
ORD00000560,PROD00000560,USER00000560,2023-11-25,2023-12-13,Books,422.32,1,Defective,Returned,18.0,19,Female,City54,Credit Card,Next-Day,15.77
ORD00000562,PROD00000562,USER00000562,2024-09-26,2024-10-15,Electronics,75.28,1,Wrong item,Returned,19.0,35,Male,City12,Credit Card,Next-Day,0.17
ORD00000564,PROD00000564,USER00000564,2023-02-28,2023-11-17,Toys,25.59,1,Not as described,Returned,262.0,50,Female,City55,Credit Card,Next-Day,2.0
ORD00000565,PROD00000565,USER00000565,2023-04-11,2023-08-10,Clothing,272.58,5,Defective,Returned,121.0,57,Female,City64,Credit Card,Standard,44.41
ORD00000566,PROD00000566,USER00000566,2024-01-05,2024-02-02,Home,428.39,5,Wrong item,Returned,28.0,67,Female,City16,PayPal,Standard,2.44
ORD00000567,PROD00000567,USER00000567,2023-09-18,2024-04-27,Toys,365.81,4,Defective,Returned,222.0,38,Male,City46,PayPal,Standard,9.36
ORD00000568,PROD00000568,USER00000568,2023-02-05,2024-12-25,Books,335.54,3,Changed mind,Returned,689.0,56,Female,City82,Gift Card,Express,41.45
ORD00000570,PROD00000570,USER00000570,2023-11-17,2023-12-27,Books,283.3,5,Not as described,Returned,40.0,34,Male,City17,Credit Card,Next-Day,47.89
ORD00000577,PROD00000577,USER00000577,2024-05-10,2024-11-06,Electronics,322.32,2,Defective,Returned,180.0,57,Female,City14,Debit Card,Standard,8.97
ORD00000579,PROD00000579,USER00000579,2023-09-20,2024-07-21,Books,309.62,2,Changed mind,Returned,305.0,43,Male,City3,Gift Card,Standard,34.73
ORD00000588,PROD00000588,USER00000588,2023-11-17,2024-07-24,Clothing,129.14,5,Not as described,Returned,250.0,48,Female,City67,Credit Card,Next-Day,17.15
ORD00000592,PROD00000592,USER00000592,2023-03-03,2024-10-03,Home,41.35,3,Defective,Returned,580.0,21,Female,City64,Credit Card,Next-Day,25.77
ORD00000594,PROD00000594,USER00000594,2024-10-19,2024-11-08,Toys,381.78,1,Changed mind,Returned,20.0,70,Female,City94,PayPal,Next-Day,17.66
ORD00000600,PROD00000600,USER00000600,2024-01-08,2024-09-27,Clothing,392.78,5,Defective,Returned,263.0,66,Male,City63,Gift Card,Standard,24.08
ORD00000601,PROD00000601,USER00000601,2023-02-13,2023-04-12,Toys,39.22,4,Not as described,Returned,58.0,69,Male,City7,Gift Card,Express,24.47
ORD00000607,PROD00000607,USER00000607,2023-03-15,2023-12-11,Books,80.86,2,Not as described,Returned,271.0,27,Male,City19,PayPal,Standard,5.97
ORD00000608,PROD00000608,USER00000608,2023-03-09,2024-10-23,Clothing,157.19,3,Wrong item,Returned,594.0,58,Female,City36,Credit Card,Standard,33.38
ORD00000615,PROD00000615,USER00000615,2023-04-21,2024-06-03,Clothing,74.1,3,Not as described,Returned,409.0,29,Male,City74,PayPal,Standard,49.16
ORD00000620,PROD00000620,USER00000620,2023-01-08,2023-03-27,Home,335.17,4,Changed mind,Returned,78.0,65,Female,City1,PayPal,Express,42.04
ORD00000621,PROD00000621,USER00000621,2023-12-15,2024-03-18,Home,141.34,2,Defective,Returned,94.0,27,Female,City49,PayPal,Next-Day,22.08
ORD00000625,PROD00000625,USER00000625,2023-01-03,2023-08-16,Electronics,332.89,3,Changed mind,Returned,225.0,29,Male,City63,Credit Card,Next-Day,10.94
ORD00000626,PROD00000626,USER00000626,2024-10-10,2024-11-03,Electronics,120.27,1,Defective,Returned,24.0,38,Male,City94,Debit Card,Standard,31.41
ORD00000629,PROD00000629,USER00000629,2023-04-18,2023-04-19,Books,283.36,2,Not as described,Returned,1.0,65,Female,City31,Credit Card,Standard,24.55
ORD00000630,PROD00000630,USER00000630,2023-05-17,2024-08-03,Clothing,422.22,3,Defective,Returned,444.0,52,Female,City96,PayPal,Express,36.66
ORD00000632,PROD00000632,USER00000632,2023-01-30,2024-02-09,Home,26.78,3,Wrong item,Returned,375.0,31,Female,City82,Debit Card,Next-Day,0.59
ORD00000634,PROD00000634,USER00000634,2024-01-17,2024-10-20,Toys,214.22,1,Defective,Returned,277.0,39,Female,City34,Gift Card,Express,46.03
ORD00000635,PROD00000635,USER00000635,2024-06-08,2024-10-27,Home,207.46,3,Not as described,Returned,141.0,40,Female,City40,Credit Card,Next-Day,47.53
ORD00000638,PROD00000638,USER00000638,2023-06-19,2024-01-12,Electronics,26.1,4,Wrong item,Returned,207.0,33,Female,City83,PayPal,Express,22.83
ORD00000649,PROD00000649,USER00000649,2024-02-18,2024-08-22,Electronics,393.02,4,Wrong item,Returned,186.0,40,Female,City71,PayPal,Next-Day,15.11
ORD00000654,PROD00000654,USER00000654,2023-07-13,2023-07-18,Toys,26.48,5,Wrong item,Returned,5.0,27,Male,City3,Debit Card,Standard,34.6
ORD00000665,PROD00000665,USER00000665,2024-06-20,2024-10-09,Books,159.64,3,Defective,Returned,111.0,23,Female,City4,PayPal,Next-Day,14.38
ORD00000670,PROD00000670,USER00000670,2023-01-08,2024-09-18,Home,45.48,1,Not as described,Returned,619.0,69,Female,City95,PayPal,Standard,13.04
ORD00000671,PROD00000671,USER00000671,2024-03-12,2024-10-20,Home,196.78,1,Defective,Returned,222.0,30,Male,City100,PayPal,Next-Day,6.0
ORD00000678,PROD00000678,USER00000678,2023-06-06,2023-12-29,Clothing,65.33,4,Wrong item,Returned,206.0,39,Female,City80,PayPal,Standard,4.9
ORD00000682,PROD00000682,USER00000682,2023-05-15,2024-07-17,Home,337.24,5,Changed mind,Returned,429.0,51,Male,City72,Gift Card,Express,28.89
ORD00000689,PROD00000689,USER00000689,2023-02-19,2023-05-10,Clothing,101.48,2,Not as described,Returned,80.0,42,Male,City32,PayPal,Standard,47.22
ORD00000690,PROD00000690,USER00000690,2023-08-20,2023-10-07,Toys,166.33,4,Changed mind,Returned,48.0,53,Male,City87,PayPal,Standard,47.4
ORD00000697,PROD00000697,USER00000697,2023-02-09,2023-08-03,Electronics,358.74,3,Not as described,Returned,175.0,40,Male,City41,Credit Card,Express,30.25
ORD00000707,PROD00000707,USER00000707,2023-03-13,2023-06-28,Books,45.84,2,Wrong item,Returned,107.0,50,Female,City94,Debit Card,Express,38.72
ORD00000714,PROD00000714,USER00000714,2023-02-23,2023-03-12,Books,116.07,5,Not as described,Returned,17.0,56,Female,City45,Gift Card,Next-Day,15.25
